MID,AA,Aa,aa,F statistic,p value,Trait,Frameshift,Effect,Site,Transcript,ID,QTL,Expression cluster,Functionally annotated,Outlier in expression,annotation,FDR adjusted p value
14237,149,4,20,13.686460341143649,3.0811657202774706e-06,Width_WO_husk,no,missense,exon,LOC_Os08g43240.1,10401785,qCDP9,8,No,No,"LTPL97 - Protease inhibitor/seed storage/LTP family protein precursor, expressed",0.0007569916793677403
6963,118,4,51,13.685740752481305,3.0830759997109487e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696484,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6785,118,4,51,13.685740752481305,3.0830759997109487e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696484,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
2688,49,43,68,13.768340675695967,3.0947835712508588e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os02g14929.1,1798828,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007569916793677403
10158,140,4,29,13.676874881173392,3.1067106415620294e-06,Height_WO_husk,no,synonymous,intron,LOC_Os06g35524.1,7535373,qCDP7,1,No,No,expressed protein,0.0007569916793677403
10497,119,5,47,13.683906294203794,3.1212351456704844e-06,Shoot_weight,no,synonymous,intron,LOC_Os06g35590.1,7537041,qCDP7,2,No,No,"reticuline oxidase-like protein precursor, putative, expressed",0.0007569916793677403
2248,133,4,24,13.742107948042483,3.1452860583215615e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798288,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007569916793677403
2245,133,4,24,13.742107948042483,3.1452860583215615e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798284,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007569916793677403
6716,50,5,118,13.657671130691098,3.158534533642504e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695607,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
6738,50,5,118,13.657671130691098,3.158534533642504e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695629,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
6739,50,5,118,13.657671130691098,3.158534533642504e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695630,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
7133,50,5,118,13.657578229466202,3.1587873543959144e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696761,qCDP5,2,No,No,expressed protein,0.0007569916793677403
6816,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696515,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7237,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,missense,exon,LOC_Os05g08840.1,5697322,qCDP5,1,No,No,"DnaK family protein, putative, expressed",0.0007569916793677403
7113,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696641,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6705,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695515,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
6723,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695614,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
6850,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696549,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6923,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696624,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7165,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696802,qCDP5,2,No,No,expressed protein,0.0007569916793677403
6706,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695516,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
6641,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08790.1,5695442,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
6722,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695613,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
6740,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695631,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
7106,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696629,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6704,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695514,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
6675,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695477,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
6928,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696629,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6922,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696623,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6940,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696651,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6851,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696550,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6673,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08790.1,5695475,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
7185,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08830.1,5697158,qCDP5,1,No,No,expressed protein,0.0007569916793677403
7581,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,missense,exon,LOC_Os05g08920.1,5699368,qCDP5,1,Yes,No,"late embryogenesis abundant protein, putative, expressed",0.0007569916793677403
7164,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696801,qCDP5,2,No,No,expressed protein,0.0007569916793677403
7166,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08820.1,5696803,qCDP5,2,No,No,expressed protein,0.0007569916793677403
7167,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08820.1,5696804,qCDP5,2,No,No,expressed protein,0.0007569916793677403
7101,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696624,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6925,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696626,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7029,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696550,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7100,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696623,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7103,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696626,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6924,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696625,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6715,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695606,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
6994,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696515,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7102,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696625,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6702,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08790.1,5695506,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.0007569916793677403
7118,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696651,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6914,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696615,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7092,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696615,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6935,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696641,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
6719,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08800.1,5695610,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.0007569916793677403
7028,50,4,119,13.645957821900675,3.190573053619725e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696549,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.0007569916793677403
7180,50,5,118,13.645034040899427,3.1931137469300164e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08830.1,5697153,qCDP5,1,No,No,expressed protein,0.0007569916793677403
7181,49,6,118,13.637271945962924,3.2145430161668562e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08830.1,5697154,qCDP5,1,No,No,expressed protein,0.0007611023604435776
14409,79,4,77,13.7197709922753,3.2253805366655826e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os08g43334.1,10403281,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.000761730098824194
14882,79,4,77,13.7197709922753,3.2253805366655826e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os08g43334.2,10403281,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.000761730098824194
7534,51,4,118,13.63162309670436,3.2302295517066874e-06,Height_WO_husk,no,missense,exon,LOC_Os05g08900.1,5698863,qCDP5,2,No,No,expressed protein,0.0007619083898258739
16408,133,13,25,13.636636376197698,3.2507535231182085e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900759,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.0007648106582203521
16407,133,13,25,13.636636376197698,3.2507535231182085e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15420.1,10900758,qCDP10,2,No,No,"NAD dependent epimerase/dehydratase family protein, putative, expressed",0.0007648106582203521
14555,98,4,58,13.70674049168408,3.2613579006053965e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os08g43334.1,10403441,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.0007653703723867142
15028,98,4,58,13.70674049168408,3.2613579006053965e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os08g43334.2,10403441,qCDP9,9,No,No,"HSF-type DNA-binding domain containing protein, expressed",0.0007653703723867142
17962,118,5,37,13.702845906670971,3.2721895851981964e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os09g19274.1,11031143,qCDP11,2,No,No,expressed protein,0.0007662132934658415
10561,84,7,69,13.702488964592098,3.273184139201204e-06,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os06g35660.1,7538992,qCDP7,1,No,No,"reticuline oxidase-like protein precursor, putative, expressed",0.0007662132934658415
17087,23,93,47,13.674214272025731,3.2930190388831385e-06,Filtered_Shoot_length,no,missense,exon,LOC_Os09g18470.1,11016027,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.0007695060608258496
2371,132,8,21,13.687348491470734,3.295520314229995e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798454,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007695060608258496
17087,22,91,47,13.692156268417367,3.302107398022437e-06,Filtered_Stress_Shoot_length,no,missense,exon,LOC_Os09g18470.1,11016027,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.0007697275529909636
17081,113,44,6,13.670053656655018,3.304741079203546e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016021,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.0007697275529909636
2262,136,12,13,13.672048378053123,3.338781277918277e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os02g14929.1,1798310,qCDP2,1,No,No,"T-complex protein, putative, expressed",0.0007766839947757391
17074,115,44,4,13.654554106650126,3.348782324618281e-06,Filtered_Shoot_length,no,synonymous,intron,LOC_Os09g18470.1,11016014,qCDP11,1,No,No,"oxidoreductase, 2OG-Fe oxygenase family protein, putative, expressed",0.0007780379408382797
7310,50,5,118,13.582326739478276,3.370452667069733e-06,Height_WO_husk,no,missense,exon,LOC_Os05g08854.1,5697445,qCDP5,1,No,No,expressed protein,0.0007811223428912544
7349,50,5,118,13.582326739478276,3.370452667069733e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08854.2,5697445,qCDP5,1,No,No,expressed protein,0.0007811223428912544
10037,56,9,105,13.591854687030704,3.396699552541882e-06,Stress_Shoot_weight,no,synonymous,intron,LOC_Os06g35470.1,7534096,qCDP7,1,No,No,"L1P family of ribosomal proteins domain containing protein, expressed",0.0007862261028955774
26416,142,22,6,13.586039696915964,3.413729339957345e-06,Stress_Root_weight,no,missense,exon,LOC_Os12g41600.2,15176320,qCDP17,1,No,No,"OsSAUR57 - Auxin-responsive SAUR gene family member, expressed",0.0007891863728770955
10626,119,7,35,13.635267377278694,3.4451475067105264e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os06g35670.2,7539310,qCDP7,5,No,No,expressed protein,0.0007944757757110644
10589,119,7,35,13.635267377278694,3.4451475067105264e-06,Filtered_Length_WO_husk,no,synonymous,intron,LOC_Os06g35670.1,7539310,qCDP7,5,No,No,expressed protein,0.0007944757757110644
16572,133,4,34,13.560194996969154,3.4718153253931986e-06,Shoot_weight,no,synonymous,intron,LOC_Os09g15430.1,10901044,qCDP10,1,No,No,"zinc finger family protein, putative, expressed",0.000795346205557815
22263,75,6,90,13.557772811643815,3.4790635050778368e-06,Root_length,no,synonymous,intron,LOC_Os10g35110.1,12347073,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.000795346205557815
22451,75,6,90,13.557772811643815,3.4790635050778368e-06,Root_length,no,synonymous,intron,LOC_Os10g35110.3,12347073,qCDP13,1,Yes,No,"alpha-galactosidase precursor, putative, expressed",0.000795346205557815
6618,48,7,118,13.538773354517266,3.4994580311321283e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08790.1,5695419,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.000795346205557815
7004,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696524,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.000795346205557815
6603,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,missense,exon,LOC_Os05g08790.1,5695404,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.000795346205557815
6828,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696526,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.000795346205557815
6827,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696525,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.000795346205557815
6826,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.1,5696524,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.000795346205557815
7006,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696526,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.000795346205557815
6725,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08800.1,5695616,qCDP5,5,No,No,"DUF581 domain containing protein, expressed",0.000795346205557815
7005,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,intron,LOC_Os05g08810.2,5696525,qCDP5,1,No,No,"phosphatidylinositol 3-kinase, root isoform, putative, expressed",0.000795346205557815
6602,49,5,119,13.536137321059586,3.507424450266439e-06,Height_WO_husk,no,synonymous,exon,LOC_Os05g08790.1,5695403,qCDP5,2,No,No,"MAR-binding filament-like protein 1, putative, expressed",0.000795346205557815
17945,118,4,38,13.617716262214724,3.5182750606720804e-06,Filtered_Stress_Shoot_length,no,synonymous,intron,LOC_Os09g19274.1,11031130,qCDP11,2,No,No,expressed protein,0.000795346205557815
